,work_year,early_return_amount,issue_date_dayofweek,pub_dero_bankrup,region,f2,f0,employer_type,total_loan,house_exist,recircle_b,del_in_18month,loan_id,initial_list_status,scoring_high,f3,scoring_low,earlies_to_current_mon,earliesCreditYear,year_of_loan,earliesCreditMon,censor_status,early_return,isDefault,monthly_payment,title,early_return_amount_3mon,industry,interest,class,use,f4,issue_date_month,recircle_u,user_id,post_code,debt_loan_ratio
5983,7,1985,6,0.0,13,1.0,6.0,4,11400.0,1,14233.84615,0,1048850,0,812.5,15.0,650.0,5844,2001,3,10,0,3,0,382.03,4,198.5,12,12.62,3,4,5.0,10,55.56923077,248850,141,19.08
5984,4,4587,1,0.0,13,6.0,3.0,3,15709.09091,1,14237.0,0,1021556,0,912.5,10.0,730.0,3682,2004,3,6,1,3,0,646.84,3,917.4,11,11.691,3,3,4.0,7,86.42307692,221556,715,20.81454545
5985,10,0,6,1.0,16,14.0,7.0,4,20829.54545,1,14240.76923,0,1028705,0,755.6818182,7.0,604.5454545,3377,2007,5,2,2,0,0,566.67,0,0.0,3,29.67,7,0,4.0,5,76.35384615,228705,751,42.16363636
5986,4,6865,4,0.0,8,7.0,10.0,4,15000.0,0,14242.0,0,1021574,0,720.4166667,41.0,665.0,9710,1989,3,6,0,3,0,512.6,2,1373.0,3,15.389,3,4,23.0,1,37.2,221574,235,11.64272727
5987,3,1086,0,0.0,8,18.0,4.0,4,20454.54545,1,14244.0,0,1036325,1,801.6666667,6.0,740.0,5571,1999,3,6,1,3,0,842.23,0,108.6,8,11.691,3,0,3.0,9,49.32307692,236325,242,11.73
5988,10,2306,1,0.0,10,9.0,7.0,4,7500.0,1,14244.23077,0,1015137,0,785.9090909,25.0,725.4545455,7243,1994,3,9,0,2,0,256.26,4,691.8,7,12.582,3,4,13.0,7,86.95384615,215137,48,11.78181818
5989,4,3695,4,0.0,3,6.0,4.0,4,9090.909091,0,14244.46154,0,1006456,1,1050.0,11.0,840.0,4595,2002,5,10,1,5,0,202.24,0,369.5,4,7.101,1,0,8.0,5,27.69230769,206456,4,10.84363636
5990,10,1598,0,0.0,13,19.0,4.0,3,8727.272727,2,14248.84615,0,1013887,0,837.5,21.0,670.0,3744,2004,3,6,0,0,0,249.55,4,0.0,2,8.459,1,4,8.0,9,46.33846154,213887,872,14.92727273
5991,2,1975,4,1.0,27,3.0,3.0,3,14181.81818,0,14248.84615,0,1024354,1,781.6666667,18.0,670.0,6725,1996,3,12,2,3,0,395.89,0,197.5,8,12.683,2,0,6.0,5,70.32307692,224354,500,7.510909091
5992,1,145,4,0.0,11,3.0,11.0,4,7272.727273,0,14258.0,0,1018456,0,892.2727273,31.0,823.6363636,5297,2001,3,7,1,3,0,240.92,0,14.5,2,5.852,1,0,19.0,1,13.84615385,218456,752,14.44545455
5993,0,0,3,1.0,8,8.0,7.0,4,5890.909091,0,14262.76923,0,1021611,1,700.0,20.0,600.0,7213,1996,3,1,1,0,1,229.53,0,0.0,10,10.087,2,0,13.0,10,65.6,221611,140,14.73818182
5994,0,0,5,0.0,14,23.0,3.0,4,6872.727273,0,14263.84615,0,1010753,1,900.0,20.0,720.0,8189,1991,3,9,1,0,1,269.75,0,0.0,11,10.637,2,0,11.0,2,75.8,210753,196,18.82
5995,3,0,2,0.0,5,16.0,7.0,4,18909.09091,0,14264.30769,0,1001745,0,825.0,12.0,660.0,4108,2004,5,1,0,0,1,372.21,4,0.0,10,13.99,3,4,2.0,4,69.9,201745,144,19.70181818
5996,2,0,1,0.0,21,6.0,6.0,2,11781.81818,2,14271.92308,0,1048706,0,787.5,26.0,675.0,5691,2000,3,2,1,0,0,480.29,0,0.0,8,13.519,3,0,22.0,9,12.9,248706,108,27.71818182
5997,10,0,6,0.0,21,6.0,7.0,5,10909.09091,0,14272.46154,0,1026056,0,747.5,18.0,690.0,5175,2002,3,11,1,0,1,351.53,5,0.0,8,17.589,3,2,13.0,1,62.56923077,226056,512,19.08
5998,10,1158,5,0.0,3,4.0,2.0,5,4363.636364,0,14274.0,0,1029312,0,695.4545455,7.0,556.3636364,10592,1986,3,8,1,3,0,130.94,0,0.0,9,9.891,2,0,5.0,8,72.15384615,229312,89,8.318181818
5999,10,0,5,0.0,10,13.0,4.0,0,1745.454545,0,14278.92308,0,1025012,1,602.7272727,16.0,556.3636364,6058,1996,3,5,0,0,0,51.75,0,0.0,12,9.144,2,0,8.0,12,61.75384615,225012,72,21.83
6000,0,7581,2,1.0,17,7.0,6.0,3,20454.54545,0,14292.92308,0,1029932,1,803.6363636,26.0,741.8181818,6816,1996,3,11,2,2,0,846.33,0,1516.2,2,11.997,3,0,15.0,7,62.30769231,229932,326,19.97454545
6001,2,0,6,0.0,8,4.0,3.0,2,28000.0,1,14293.84615,0,1035016,0,912.5,9.0,730.0,6300,1996,3,9,1,0,0,889.09,4,0.0,11,9.79,1,4,4.0,12,59.8,235016,171,12.11
6002,10,0,0,0.0,13,13.0,6.0,3,13636.36364,0,14293.84615,1,1042064,0,669.6969697,11.0,618.1818182,5326,2002,3,1,1,0,0,476.93,0,0.0,7,8.99,2,0,6.0,8,74.21538462,242064,141,13.81090909
6003,5,2608,3,0.0,4,4.0,4.0,4,16000.0,0,14300.30769,0,1037196,1,774.5833333,10.0,715.0,2953,2006,3,12,0,3,0,490.32,4,782.4,11,5.841,1,4,6.0,1,41.13846154,237196,160,23.51818182
6004,1,259,6,0.0,24,9.0,6.0,3,13090.90909,0,14303.0,0,1042622,1,731.25,8.0,675.0,2679,2008,5,7,1,3,0,288.07,4,25.9,10,13.869,4,4,3.0,11,61.38461538,242622,310,24.81818182
6005,10,0,5,0.0,20,2.0,5.0,2,9818.181818,2,14304.76923,0,1040485,0,862.5,24.0,690.0,5082,2001,5,9,1,0,0,271.14,0,0.0,4,13.959,3,0,10.0,8,48.09230769,240485,276,18.37272727
6006,9,3890,3,0.0,13,1.0,4.0,4,10909.09091,1,14309.07692,0,1036601,0,721.2121212,5.0,618.1818182,3014,2004,3,8,0,3,0,412.06,906,778.0,9,14.33,3,0,3.0,11,100.8,236601,17,14.2
6007,6,5029,0,0.0,15,1.0,5.0,1,15272.72727,1,14312.30769,0,1017265,1,624.8863636,7.0,576.8181818,2009,2007,3,10,0,3,0,480.74,44615,0.0,7,12.897,3,0,3.0,4,52.23076923,217265,81,12.63
6008,10,8928,1,0.0,9,13.0,4.0,4,16363.63636,1,14313.0,7,1014764,0,884.5454545,14.0,758.1818182,9890,1989,3,2,1,2,0,559.01,6,0.0,8,8.129,1,5,9.0,3,53.30769231,214764,519,5.792727273
6009,3,12858,6,0.0,14,11.0,3.0,0,35000.0,1,14320.0,2,1009963,0,770.0,11.0,660.0,8462,1993,3,11,2,2,0,1230.33,4,0.0,13,15.99,3,4,6.0,1,25.2,209963,495,9.9
6010,2,0,1,0.0,8,1.0,3.0,1,5909.090909,0,14321.53846,0,1023334,1,710.6060606,7.0,609.0909091,1614,2009,3,5,2,0,0,166.05,2627,0.0,11,11.99,2,2,2.0,10,81.80769231,223334,389,2.545454545
6011,10,0,6,0.0,5,9.0,5.0,4,10200.0,1,14324.30769,1,1029530,1,644.3181818,7.0,552.2727273,4778,2004,3,9,0,0,0,299.25,0,0.0,10,9.44,2,0,3.0,10,53.3,229530,6,19.84363636
6012,10,2605,6,0.0,8,3.0,4.0,4,15000.0,0,14330.0,0,1039248,0,857.9545455,15.0,686.3636364,5783,1997,3,11,0,2,0,456.54,6733,0.0,11,6.633,1,0,9.0,9,52.15384615,239248,215,14.86909091
6013,10,0,1,0.0,15,3.0,3.0,4,13090.90909,1,14334.23077,0,1019320,1,871.8181818,5.0,747.2727273,4536,2003,3,7,2,0,0,463.03,0,0.0,10,10.736,2,0,3.0,12,61.29230769,219320,20,23.74909091
6014,6,0,3,1.0,18,4.0,9.0,2,22909.09091,0,14338.15385,0,1028741,1,650.0,17.0,600.0,12510,1981,3,7,1,0,0,687.42,5,0.0,10,9.891,2,2,11.0,10,87.44615385,228741,156,9.073636364
6015,6,0,1,0.0,31,15.0,8.0,4,12000.0,1,14340.30769,0,1045899,1,785.9090909,18.0,725.4545455,4383,2003,5,12,2,0,1,317.86,0,0.0,8,17.991,5,0,11.0,12,70.8,245899,61,19.72363636
6016,7,286,5,0.0,11,6.0,8.0,0,6545.454545,0,14342.30769,0,1040335,1,840.0,9.0,720.0,2953,2006,3,10,0,3,0,199.26,0,57.2,13,13.189,2,0,8.0,11,77.53846154,240335,14,20.78181818
6017,8,799,3,0.0,4,14.0,4.0,5,14181.81818,0,14344.61538,0,1047118,0,629.3181818,19.0,580.9090909,6240,1997,3,12,0,3,0,408.52,0,0.0,4,9.009,1,0,12.0,1,53.8,247118,197,24.31636364
6018,1,158,3,0.0,10,3.0,5.0,4,12845.45455,1,14344.61538,0,1009729,0,809.5454545,9.0,747.2727273,7854,1995,5,6,2,4,0,330.19,0,47.4,13,22.74,5,0,5.0,12,47.65384615,209729,48,23.43636364
6019,10,8835,4,0.0,0,11.0,3.0,4,23127.27273,0,14351.0,0,1002621,1,758.3333333,13.0,650.0,4322,2002,5,1,2,1,0,471.48,106,2650.5,13,11.99,2,0,6.0,11,57.29230769,202621,207,10.72727273
6020,-1,0,4,0.0,4,6.0,8.0,4,10909.09091,0,14354.76923,0,1023224,1,825.0,12.0,660.0,3835,2005,3,10,2,0,1,353.01,4,0.0,2,17.919,4,4,6.0,4,78.83076923,223224,606,29.81818182
6021,10,0,2,0.0,35,6.0,6.0,0,16363.63636,1,14371.53846,0,1032018,0,995.4545455,16.0,796.3636364,8218,1992,5,4,2,0,0,361.67,4,0.0,0,14.049,4,4,6.0,10,42.10769231,232018,227,33.98181818
6022,-1,0,6,0.0,13,11.0,7.0,4,17727.27273,1,14372.61538,1,1004386,0,659.8484848,19.0,609.0909091,10288,1986,3,4,2,0,1,539.06,10,0.0,13,15.813,4,9,13.0,6,93.3,204386,373,23.24727273
6023,-1,0,1,1.0,23,7.0,6.0,4,11000.0,1,14373.69231,0,1043920,0,607.1590909,12.0,560.4545455,4018,2005,5,3,2,0,1,263.49,0,0.0,7,13.779,3,0,3.0,3,67.8,243920,37,23.33
6024,10,0,1,0.0,34,8.0,5.0,4,15000.0,1,14378.0,0,1014266,0,817.9166667,18.0,755.0,7456,1997,3,12,0,0,1,502.6,0,0.0,5,13.871,3,0,6.0,5,32.9,214266,783,18.19
6025,2,4710,6,0.0,13,0.0,8.0,4,10909.09091,1,14379.0,0,1031288,1,913.6363636,25.0,730.9090909,5023,2000,3,3,0,1,0,403.47,4,0.0,13,14.135,2,4,10.0,12,45.78461538,231288,390,5.710909091
6026,10,0,4,0.0,21,10.0,4.0,4,15000.0,0,14388.46154,0,1043667,1,920.4545455,10.0,736.3636364,6179,1996,3,12,0,0,0,528.84,4,0.0,3,17.82,3,4,4.0,11,62.86153846,243667,512,26.31
6027,2,0,2,0.0,4,94.0,34.0,4,15363.63636,0,14393.07692,0,1045919,1,607.1590909,89.0,560.4545455,3471,2001,5,3,2,0,0,315.79,38,0.0,4,17.545,4,0,51.0,9,78.4,245919,5,15.63636364
6028,10,0,3,0.0,4,20.0,6.0,4,16363.63636,0,14393.07692,0,1024540,0,1005.454545,23.0,861.8181818,7092,1996,3,5,0,0,0,619.93,0,0.0,3,6.534,1,0,10.0,10,26.8,224540,160,28.41818182
6029,5,4646,1,0.0,14,4.0,2.0,1,15200.0,1,14394.23077,0,1041496,0,851.6666667,7.0,730.0,4108,2004,3,9,2,0,0,489.04,0,1393.8,13,8.82,2,0,4.0,12,69.92307692,241496,64,16.07
6030,2,6203,3,0.0,8,15.0,9.0,1,29545.45455,0,14394.46154,3,1017948,1,654.9242424,15.0,604.5454545,5358,2000,5,5,1,2,0,623.2,0,1860.9,8,17.14,4,0,8.0,1,67.5,217948,277,24.85454545
6031,2,2005,0,0.0,8,1.0,8.0,4,6136.363636,0,14400.0,0,1038402,0,781.6666667,19.0,670.0,11961,1982,3,9,0,3,0,234.65,5,0.0,10,8.679,1,2,9.0,6,67.2,238402,235,16.94545455
6032,8,566,0,0.0,5,11.0,6.0,3,2954.545455,0,14404.92308,0,1037104,0,761.3636364,11.0,609.0909091,5964,1999,3,2,2,3,0,82.48,4,169.8,13,12.683,2,4,5.0,6,70.8,237104,16,26.52
6033,6,3668,5,0.0,26,5.0,8.0,1,16000.0,0,14405.0,0,1020638,0,731.8181818,26.0,627.2727273,7548,1996,3,2,2,1,0,527.55,0,1100.4,3,10.341,2,0,12.0,10,40.89230769,220638,44,19.75
6034,9,5692,4,0.0,4,20.0,10.0,3,29545.45455,0,14409.23077,0,1030393,0,1018.181818,36.0,872.7272727,5875,2001,3,8,1,3,0,772.73,0,1138.4,1,7.07,1,0,21.0,9,7.153846154,230393,197,15.37272727
6035,10,3541,2,0.0,19,4.0,5.0,4,12272.72727,0,14411.0,0,1030711,1,981.8181818,15.0,785.4545455,5203,2001,3,1,0,2,0,455.86,4,708.2,2,5.93,1,4,8.0,4,40.27692308,230711,365,16.16727273
6036,4,1062,2,0.0,8,94.0,34.0,2,18181.81818,1,14412.69231,0,1045754,1,927.2727273,89.0,741.8181818,5266,1996,3,4,2,1,0,699.01,0,318.6,11,17.138,4,0,51.0,9,97.35384615,245754,143,21.52
6037,10,0,4,0.0,14,8.0,7.0,4,23870.45455,1,14419.0,1,1002528,0,607.1590909,16.0,560.4545455,3834,2002,5,9,2,0,1,797.35,39,0.0,1,23.639,5,4,12.0,3,53.09230769,202528,337,20.29090909
6038,7,939,0,0.0,30,7.0,2.0,4,11818.18182,0,14420.0,0,1043672,1,833.5227273,26.0,666.8181818,11323,1981,3,10,0,0,0,304.36,17538,281.7,13,6.03,1,0,12.0,10,21.23076923,243672,107,11.68363636
6039,6,1119,5,0.0,14,5.0,3.0,4,15000.0,1,14421.0,0,1044003,1,852.2727273,15.0,681.8181818,5752,1999,3,2,1,3,0,466.53,0,335.7,10,6.741,1,0,12.0,11,32.76923077,244003,116,27.49
6040,2,3093,5,0.0,14,16.0,10.0,4,22727.27273,0,14423.07692,1,1046656,0,672.9545455,13.0,576.8181818,8919,1990,5,6,1,1,0,623.2,5,309.3,5,15.426,4,2,9.0,11,86.88461538,246656,408,36.19636364
6041,9,4329,1,1.0,23,1.0,7.0,4,10175.0,2,14428.0,0,1047952,0,720.4166667,11.0,665.0,5965,1999,3,11,1,1,0,364.14,0,1298.7,12,17.27,4,0,7.0,3,75.9,247952,178,14.79272727
6042,3,1150,0,0.0,8,2.0,3.0,3,10000.0,1,14440.61538,0,1027518,0,675.0,7.0,540.0,4354,2004,3,3,1,3,0,326.35,4,230.0,13,10.78,2,4,5.0,2,78.80769231,227518,111,7.827272727
6043,3,0,1,0.0,14,12.0,3.0,5,13636.36364,1,14443.0,0,1039782,0,868.6363636,11.0,801.8181818,3834,2005,3,9,2,0,0,462.96,0,0.0,13,7.667,1,0,4.0,3,41.63076923,239782,66,22.35
6044,10,150,1,0.0,0,3.0,2.0,4,29950.0,0,14446.15385,0,1000378,0,1018.181818,12.0,872.7272727,8705,1991,5,11,1,5,0,686.53,0,15.0,1,13.33,3,0,8.0,9,25.2,200378,360,15.28363636
6045,2,2308,3,0.0,11,26.0,7.0,4,23636.36364,0,14448.0,2,1007142,0,639.5454545,19.0,548.1818182,3866,2004,5,6,1,1,0,468.59,0,230.8,0,14.31,3,0,8.0,1,68.30769231,207142,153,13.31181818
6046,3,17068,3,0.0,14,33.0,4.0,4,41363.63636,1,14448.46154,0,1037307,1,659.8484848,6.0,609.0909091,6270,1998,5,8,2,0,0,880.61,3,0.0,1,15.813,4,3,5.0,10,74.5,237307,161,13.52454545
6047,10,3645,4,0.0,0,12.0,10.0,4,28363.63636,0,14452.0,0,1014952,0,747.5,25.0,690.0,5143,2001,3,4,1,3,0,750.86,4,0.0,11,8.679,1,4,16.0,5,28.96923077,214952,552,12.78545455
6048,3,0,3,0.0,12,10.0,4.0,4,26181.81818,0,14460.92308,0,1037939,1,937.5,10.0,750.0,3957,2003,3,7,0,0,0,742.37,6,0.0,2,7.12,1,5,7.0,5,30.2,237939,49,5.04
6049,8,2211,2,1.0,3,0.0,8.0,4,10636.36364,2,14464.61538,0,1046603,0,750.0,14.0,600.0,4564,2003,3,1,1,2,0,414.53,0,0.0,11,14.895,4,0,5.0,7,74.19230769,246603,89,11.87181818
6050,0,1507,0,0.0,23,12.0,8.0,3,10000.0,1,14465.76923,1,1004674,0,775.8333333,12.0,665.0,2740,2008,3,8,1,3,0,329.62,0,150.7,1,12.617,2,0,5.0,2,57.34615385,204674,146,22.48
6051,10,4192,5,0.0,21,26.0,6.0,3,8181.818182,1,14469.23077,2,1029846,0,755.6818182,25.0,604.5454545,6087,1998,3,12,1,1,0,314.2,4,0.0,7,8.998,2,4,14.0,8,31.23076923,229846,109,8.790909091
6052,0,7397,0,0.0,13,12.0,5.0,2,16200.0,0,14469.53846,0,1033812,0,675.0,9.0,540.0,4138,2006,3,1,2,3,0,657.55,4,2219.1,7,13.189,2,4,6.0,5,69.32307692,233812,332,25.15
6053,4,8503,3,2.0,35,34.0,7.0,2,18000.0,0,14470.0,0,1003779,1,650.0,12.0,600.0,5388,2001,3,12,1,3,0,682.69,4,2550.9,13,23.639,4,4,6.0,9,47.88461538,203779,227,19.88727273
6054,4,0,3,0.0,19,3.0,8.0,1,8000.0,2,14470.38462,0,1025407,0,781.6666667,11.0,670.0,3379,2005,3,10,1,0,1,267.21,0,0.0,9,12.39,3,0,4.0,1,95.09230769,225407,365,18.18181818
6055,2,0,6,0.0,31,24.0,7.0,4,21272.72727,0,14471.0,0,1037219,0,705.6818182,18.0,564.5454545,4929,2001,5,9,1,0,0,382.36,4,0.0,12,8.991,2,4,7.0,3,67.84615385,237219,61,21.66
6056,10,4407,5,0.0,36,0.0,8.0,4,23636.36364,1,14473.84615,0,1033391,1,769.1666667,20.0,710.0,5451,1999,5,3,1,3,0,461.75,4,440.7,10,13.65,3,4,9.0,2,28.89230769,233391,249,12.77
6057,10,0,4,0.0,14,13.0,9.0,0,5454.545455,0,14475.0,1,1006114,1,947.7272727,12.0,758.1818182,5752,2000,3,10,1,0,1,156.66,5,0.0,10,7.99,1,2,7.0,7,54.0,206114,152,20.08636364
6058,4,1144,3,0.0,8,5.0,5.0,4,3272.727273,0,14477.07692,0,1003666,0,668.1818182,7.0,572.7272727,5024,2004,3,5,1,3,0,120.65,11,114.4,11,11.358,3,10,5.0,2,60.6,203666,140,14.65090909
6059,10,3623,2,1.0,11,10.0,8.0,4,12925.0,1,14481.23077,0,1047678,0,747.5,13.0,690.0,4626,2002,3,8,1,2,0,460.75,0,724.6,11,15.291,4,0,5.0,4,63.53846154,247678,14,28.38272727
6060,5,0,2,0.0,22,0.0,14.0,4,29522.72727,1,14489.53846,0,1023116,0,728.7878788,28.0,672.7272727,7061,1996,3,3,2,0,1,1167.06,8,0.0,7,19.327,4,7,20.0,7,14.2,223116,404,5.418181818
6061,2,1405,3,0.0,13,1.0,13.0,4,12000.0,1,14493.46154,0,1015958,1,810.8333333,21.0,695.0,7000,1996,3,8,0,2,0,431.25,0,281.0,13,15.813,4,0,10.0,10,43.84615385,215958,124,29.47
6062,9,435,1,0.0,21,23.0,8.0,0,1727.272727,0,14502.46154,0,1028832,0,852.7272727,14.0,730.9090909,6848,1996,3,12,1,2,0,59.7,0,130.5,13,7.362,2,0,5.0,9,34.06153846,228832,109,17.35
6063,10,3011,1,0.0,13,16.0,4.0,4,6259.090909,2,14510.76923,0,1046159,0,828.3333333,37.0,710.0,7761,1994,3,9,1,3,0,274.92,6,0.0,7,15.813,4,5,10.0,12,36.09230769,246159,677,31.99090909
6064,6,4457,1,0.0,21,28.0,2.0,4,12000.0,0,14513.07692,0,1040866,1,869.1666667,7.0,745.0,4079,2005,3,9,0,1,0,361.38,4,1337.1,5,5.32,1,4,5.0,11,55.24615385,240866,108,11.64
6065,10,0,2,0.0,19,7.0,10.0,0,12272.72727,0,14513.69231,0,1017696,1,654.9242424,41.0,604.5454545,8098,1994,3,12,1,0,0,494.57,4,0.0,7,10.341,2,4,20.0,2,47.92307692,217696,78,17.52727273
6066,7,0,6,0.0,33,7.0,6.0,4,15000.0,2,14516.92308,1,1049800,0,680.1136364,13.0,544.0909091,4506,2003,3,7,0,0,0,478.19,0,0.0,4,8.253,2,0,11.0,11,38.7,249800,803,19.11272727
6067,-1,0,0,1.0,12,16.0,9.0,1,20090.90909,1,14518.15385,0,1006230,0,715.0,18.0,660.0,3987,2005,3,9,2,0,1,606.02,4,0.0,8,18.689,4,4,7.0,8,48.27692308,206230,97,27.73636364
6068,10,3406,3,0.0,2,9.0,9.0,0,10000.0,0,14519.0,0,1019911,0,726.1363636,17.0,580.9090909,10623,1988,3,5,1,3,0,351.67,0,0.0,11,16.02,3,0,9.0,6,64.5,219911,79,12.26363636
6069,10,1338,2,0.0,8,4.0,4.0,4,21818.18182,1,14525.0,1,1021281,1,685.2272727,12.0,548.1818182,5447,2000,3,8,1,0,0,677.07,4,133.8,1,11.997,3,4,7.0,7,68.5,221281,157,19.70181818
6070,10,0,2,0.0,8,3.0,3.0,2,27272.72727,0,14525.76923,0,1003575,1,720.6818182,14.0,617.7272727,4171,2002,5,8,2,0,1,690.76,40,0.0,11,12.177,2,0,7.0,1,37.7,203575,140,10.29
6071,10,4181,6,0.0,8,2.0,4.0,1,22363.63636,2,14529.23077,0,1001795,0,799.1666667,17.0,685.0,7184,1994,3,4,2,3,0,671.05,23853,418.1,1,9.891,2,4,12.0,12,43.56923077,201795,136,7.62
6072,10,0,5,0.0,35,20.0,4.0,4,27272.72727,0,14530.0,0,1000065,0,887.5,12.0,710.0,7152,1997,5,9,2,0,0,607.82,0,0.0,0,17.589,3,0,6.0,4,44.58461538,200065,362,20.91818182
6073,10,0,4,0.0,13,21.0,10.0,4,9818.181818,1,14531.0,0,1028070,1,731.25,24.0,675.0,4595,2000,3,8,2,0,0,393.67,45411,0.0,2,11.14,2,4,14.0,3,73.76923077,228070,141,29.5
6074,1,0,3,0.0,8,3.0,4.0,4,9090.909091,1,14534.15385,0,1018295,0,778.4090909,7.0,622.7272727,6908,1996,5,11,1,0,1,229.23,4,0.0,3,11.997,3,4,4.0,10,82.38461538,218295,136,10.26545455
6075,-1,0,1,0.0,10,6.0,3.0,4,35454.54545,0,14538.46154,0,1016453,1,801.6666667,7.0,740.0,9862,1987,3,7,2,0,1,956.37,0,0.0,1,10.087,2,0,3.0,7,64.29230769,216453,48,17.22272727
6076,10,3125,0,0.0,0,94.0,34.0,4,16250.0,1,14540.61538,0,1016831,1,593.8636364,89.0,548.1818182,4503,1997,3,11,0,3,0,476.39,71,937.5,1,14.96,4,0,51.0,3,58.15384615,216831,391,26.31272727
6077,3,2378,4,0.0,2,24.0,5.0,4,25454.54545,1,14541.69231,1,1038739,1,775.8333333,11.0,665.0,7548,1993,5,12,2,0,0,835.52,0,713.4,2,23.247,7,0,8.0,8,96.23076923,238739,31,11.36454545
6078,0,149,6,0.0,14,6.0,6.0,3,9818.181818,0,14547.69231,0,1030528,0,805.0,12.0,690.0,4079,2006,3,8,2,3,0,305.81,0,14.9,3,14.949,3,0,7.0,10,53.84615385,230528,66,26.72181818
6079,0,13127,5,0.0,19,6.0,8.0,4,35000.0,1,14548.84615,0,1032384,1,782.3863636,16.0,625.9090909,5267,1998,5,4,2,0,0,838.36,12257,3938.1,10,16.841,3,6,6.0,9,18.0,232384,53,8.989090909
6080,9,1670,5,0.0,13,2.0,4.0,4,5563.636364,1,14549.23077,0,1032790,1,925.0,23.0,740.0,5783,2000,3,12,0,0,0,242.41,9,0.0,13,16.99,4,8,11.0,10,35.9,232790,62,24.32454545
6081,6,0,2,0.0,21,6.0,6.0,3,9090.909091,0,14561.53846,0,1035431,1,598.2954545,20.0,552.2727273,6359,1998,5,2,0,0,0,232.64,0,0.0,11,13.99,3,0,10.0,7,78.23076923,235431,120,23.37545455
6082,10,10625,1,0.0,32,8.0,2.0,2,28363.63636,0,14562.69231,1,1044566,0,787.5,10.0,675.0,5448,2000,5,10,1,5,0,566.56,5,3187.5,11,13.185,3,2,6.0,9,81.4,244566,88,13.42909091
6083,2,0,0,0.0,30,5.0,3.0,4,10000.0,1,14567.30769,0,1000591,1,900.0,3.0,720.0,4567,2002,5,3,1,0,0,266.06,0,0.0,3,18.18,5,0,3.0,9,95.6,200591,129,32.46545455
6084,5,6498,4,1.0,2,14.0,3.0,2,11454.54545,1,14571.0,0,1015155,0,851.6666667,5.0,730.0,7396,1997,3,9,0,2,1,426.42,0,1949.4,4,6.688,1,0,4.0,12,45.44615385,215155,230,509.3672727
6085,6,3873,5,0.0,13,2.0,5.0,4,14743.18182,0,14571.84615,0,1039286,0,886.6666667,15.0,760.0,5387,1999,5,6,1,4,0,291.31,0,0.0,13,14.16,3,0,7.0,3,35.07692308,239286,284,16.19
6086,10,0,3,0.0,30,6.0,7.0,4,16363.63636,1,14572.0,0,1032550,1,801.6666667,18.0,740.0,9497,1987,3,8,0,0,1,488.53,15994,0.0,11,10.64,2,0,9.0,8,35.81538462,232550,309,13.64727273
6087,7,9014,1,0.0,15,7.0,6.0,4,16363.63636,0,14574.23077,0,1035665,0,682.5,8.0,585.0,4930,2002,3,9,0,3,0,630.34,4,901.4,13,9.229,2,4,4.0,3,87.69230769,235665,305,20.54454545
6088,7,0,0,0.0,9,0.0,6.0,4,8181.818182,1,14578.0,0,1037882,0,659.8484848,12.0,609.0909091,3014,2008,3,5,1,0,1,356.48,7,0.0,0,15.291,4,6,10.0,8,47.19230769,237882,255,13.00909091
6089,10,0,5,0.0,14,4.0,3.0,2,31318.18182,2,14578.15385,1,1017091,1,810.8333333,22.0,695.0,5054,2000,5,4,2,0,1,763.59,0,0.0,3,26.488,6,0,13.0,2,78.72307692,217091,116,24.64
6090,3,0,0,0.0,0,10.0,7.0,0,14400.0,0,14579.0,0,1029076,0,685.2272727,10.0,548.1818182,4506,2003,5,10,1,0,0,386.81,0,0.0,11,10.323,2,0,4.0,2,87.23076923,229076,138,12.76363636
6091,10,0,4,1.0,13,12.0,6.0,4,5909.090909,0,14581.15385,0,1033968,1,856.8181818,9.0,790.9090909,6513,1996,3,10,0,0,0,207.22,6,0.0,8,8.253,2,5,7.0,8,49.10769231,233968,36,11.25818182
6092,0,1045,4,0.0,22,2.0,7.0,4,3272.727273,0,14583.69231,0,1026892,1,801.1363636,12.0,640.9090909,3776,2007,3,5,1,3,0,158.73,0,104.5,3,27.335,5,0,6.0,9,94.0,226892,238,16.03
6093,0,0,3,0.0,14,19.0,6.0,4,38181.81818,0,14583.69231,0,1016594,0,630.0,12.0,540.0,8735,1991,5,11,1,0,0,986.47,5,0.0,9,20.691,6,2,9.0,10,77.76923077,216594,19,9.33
6094,10,6469,1,0.0,13,8.0,4.0,4,21000.0,1,14584.61538,0,1029961,0,731.25,9.0,675.0,6696,1997,3,8,1,3,0,689.71,0,1293.8,8,11.22,2,0,5.0,12,97.96153846,229961,51,15.74545455
6095,4,7716,0,0.0,13,8.0,6.0,3,19636.36364,0,14585.84615,1,1001457,0,750.0,14.0,600.0,3714,2005,5,12,0,1,0,409.47,0,0.0,11,11.691,3,0,5.0,2,65.36923077,201457,332,13.41818182
6096,0,4456,3,0.0,23,11.0,6.0,4,16363.63636,0,14585.84615,0,1004462,0,818.1818182,26.0,654.5454545,5692,2000,3,3,0,2,0,483.94,0,1336.8,10,9.99,2,0,18.0,10,23.44615385,204462,104,26.98909091
6097,10,130,0,0.0,10,8.0,4.0,4,14727.27273,0,14599.0,0,1001105,0,852.7272727,14.0,730.9090909,6970,1997,3,1,1,2,0,587.43,0,0.0,1,9.702,2,0,8.0,2,80.23076923,201105,407,16.24
